Name,Stars⭐,Last Updated,First Commit,URL,Forks,Issues,Language,License,Description,Topics
playbooks,93,2026-04-06,2024-09-18,https://github.com/playbooks-ai/playbooks,15,14,Python,MIT License,▶📚 Playbooks is a semantic programming system for AI agents,"agent-orchestration,ai-agents,ai-agents-framework,ai-automation,context-engineering,conversational-ai,llm,llm-framework,low-code,mcp,multi-agent-systems,natural-language-programming,software-3-0,workflow-automation"
zflow,91,2025-09-02,2022-12-14,https://github.com/zflow-dev/zflow,6,0,Rust,MIT License,Flow Based Low/No Code Workflow and Robotic Process Automation Library,"dag,fbp,flowbased,low-code,no-code,rust,visual-programming"
runnable,88,2026-07-17,2022-09-21,https://github.com/kineticio/runnable,5,18,TypeScript,MIT License,Build internal workflows with ease,"low-code,nodejs,remix,remix-run,typescript"
yao-amis-admin,83,2026-01-14,2023-08-01,https://github.com/wwsheng009/yao-amis-admin,24,4,PLpgSQL,No license,使用amis-yao创建的管理后台应用,"admin,amis,lowcode,yao"
Once,82,2026-06-15,2021-08-10,https://github.com/YiiGaa/Once,11,0,Python,Apache License 2.0,A RESTful-API back-end low-code framework,
hatchify,82,2026-07-01,2023-04-21,https://github.com/bitovi/hatchify,6,22,TypeScript,MIT License,"JavaScript, open source, CRUD app scaffolding that turns schemas into an app quickly, while allowing customization later.","crud,crud-application,jsonapi,low-code,react,sequelize"
N8N-AI-Agents-Masterclass,82,2025-11-09,2025-09-07,https://github.com/ChinmayKaitade/N8N-AI-Agents-Masterclass,40,0,HTML,MIT License,"Learn n8n workflow automation with AI Agents 🤖 | Step-by-step guide to build no-code workflows, automate tasks, and create intelligent pipelines 🚀 | Integrate OpenAI, Hugging Face, LLMs, and external APIs 🌐 | Master chatbots, data automation, and smart workflows using n8n. 🧠","ai-agents,ai-workflows,api-integration,automation,chatbots,data-automation,huggingface,intelligent-automation,llm,low-code,machine-learning,n8n,n8n-workflow,no-code,openai,workflow-automation"
agent-studio,79,2026-07-18,2026-02-26,https://github.com/openJiuwen-ai/agent-studio,18,5,Java,Apache License 2.0,"openJiuwen agent-studio provides zero-code and low-code visual development, workflow orchestration, and unified management for models, knowledge bases, plugins, and other resources.",
lozn.hookui,77,2025-10-31,2024-01-20,https://github.com/Xposed-Modules-Repo/lozn.hookui,4,0,JavaScript,No license,"HOOKUI,No Code, dyamic analaysis","hook,low-code,universal"
iPLAss,76,2026-07-09,2018-08-22,https://github.com/dentsusoken/iPLAss,30,83,Java,GNU Affero General Public License v3.0,Java-based open source low-code development platform for enterprise,"framework,groovy,java,low-code"
www-project-citizen-development-top10-security-risks,76,2026-04-09,2021-08-23,https://github.com/OWASP/www-project-citizen-development-top10-security-risks,26,6,HTML,Other,OWASP Citizen Development Top 10,"appsec,cybersecurity,infosec,lowcode,nocode,owasp,owasp-top-10,security"
manta,74,2025-11-19,2025-07-17,https://github.com/manta-ide/manta,3,0,TypeScript,MIT License,No description,"ai,ai-agents,artificial-intelligence,claude,claude-ai,claude-code,graph,graphs,low-code,react,react-flow,typescript,vibe-coding"
livecontext-ce,74,2026-07-14,2026-06-16,https://github.com/livecontext-ai/livecontext-ce,3,0,Java,Other,"The AI automation platform, self-hosted. Describe the job in chat and LiveContext builds it: readable workflows, scoped AI agents, and small apps your team uses. Chat, Workflow, Agent and App on one canvas.","agent-framework,agents,ai,ai-agents,ai-automation,automation,docker,fair-code,llm,llm-agents,low-code,mcp,n8n-alternative,nextjs,no-code,self-hosted,spring-boot,workflow-automation,workflow-engine,zapier-alternative"
sas-studio-custom-steps,73,2026-07-18,2022-08-16,https://github.com/sassoftware/sas-studio-custom-steps,87,8,SAS,Apache License 2.0,Repository of SAS Studio Custom Steps for several applications. A custom step provides a low-code user interface to SAS & Python programs for SAS Studio users.,"sas,sas-ext,sas-studio,sas-viya,viya4"
locokit,71,2026-02-12,2021-11-02,https://github.com/locokit/locokit,9,134,TypeScript,No license,The Low Code Kit repository,"airtable,locokit,low-code,nocode"
esp-lowcode-matter,71,2026-06-15,2024-11-04,https://github.com/espressif/esp-lowcode-matter,36,8,ZAP,No license,ESP LowCode: For Building Matter-enabled connected products,
esphome_component_bthome,71,2025-09-07,2023-06-15,https://github.com/afarago/esphome_component_bthome,17,14,C++,MIT License,"This package implements ESPHome components to low-code support Bluetooth Low Eneregy BTHome device standalone reception, and a leverage this protocol over ad-hoc routerless WiFi transmission over ESP-NOW channel.","bluetooth-low-energy,bthome,esp-now,esphome,esphome-component"
dimension-ui,71,2026-05-24,2025-07-04,https://github.com/akardapolov/dimension-ui,2,3,Java,Apache License 2.0,"Dimension UI is a desktop application designed to collect, store, visualize, and analyze time series data","adhoc-analysis,anomaly-detection,column-store,database,forecasting,gui,interactive,low-code,motif-discovery,multidimensional-analysis,real-time-analytics,time-series,time-series-analysis,visualization"
crud,70,2026-01-15,2022-07-20,https://github.com/cdfmlr/crud,16,7,Go,MIT License,A package helps writing CRUD servers. All you need is this package and models.,"api,crud,golang,low-code,restful"
BESSER-Agentic-Framework,70,2026-07-16,2023-07-04,https://github.com/BESSER-PEARL/BESSER-Agentic-Framework,15,36,Python,MIT License,"Design and implement agents, bot and chatbots in Python","agent,bot,chatbot,framework,low-code,nlp,python"
camel-kamelets,70,2026-07-17,2020-11-26,https://github.com/apache/camel-kamelets,88,43,Java,Apache License 2.0,Apache Camel Kamelets Repository,"camel,cloud-native,data-transformation,enterprise-integration-patterns,integration,integration-framework,java,kafka,kamelet,low-code,mcp,microservices,middleware,rest-api,yaml"
interaqt,69,2026-07-17,2023-08-20,https://github.com/InteraqtDev/interaqt,7,2,TypeScript,No license,Better application framework for LLM era.,"aigc,cms-framework,framework,headless-cms,low-code,nocode,web-framework"
mobile-maker,68,2025-11-18,2022-06-01,https://github.com/iamwhj/mobile-maker,11,0,JavaScript,No license,"A lowcode platform build with Vue3, Vite, and Monorepo. The development is easy and it's fast! 制作h5页面的低代码系统，快速上手开发！",
GenAIStudio,66,2026-07-12,2024-10-15,https://github.com/opea-project/GenAIStudio,28,8,JavaScript,Apache License 2.0,"GenAI Studio is a low code platform to enable users to construct, evaluate, and benchmark GenAI applications. The platform also provide capability to export developed application as a ready-to-deploy package for immediate enterprise integration. ",
PowerFxSnippets,66,2026-02-25,2024-07-21,https://github.com/PowerAppsDarren/PowerFxSnippets,17,0,Python,MIT License,"My bag of tricks for the Power Platform, mostly canvas Power Apps (PowerFx & YAML)","canvas,canvasapp,dataverse,low-code,low-code-development,low-code-no-code,lowcode,lowcodedevelopment,microsoft,msapp,power-apps,power-fx,power-platform,powerapps,powerautomate,powerfx,powerfx-lang,powerfx-language,powerplatform"
taskade,64,2026-06-10,2026-02-19,https://github.com/taskade/taskade,14,0,No language,Other,The AI-native workspace platform. Projects remember. Agents think. Automations execute. One prompt to production — bug reports & feature requests welcome.,"ai,ai-agents,ai-app-builder,automation,chatbot,collaboration,generative-ai,llm,low-code,mcp,no-code,notion-alternative,productivity,project-management,real-time,task-management,taskade,vibe-coding,workflow,workflow-automation"
app-builder,61,2026-07-07,2018-01-19,https://github.com/entando/app-builder,22,9,JavaScript,GNU Lesser General Public License v3.0,This is the repository of the Entando App Builder where Devs and Business IT use low-code composition features to create Apps from components.,entando
chat-flow-builder,60,2026-07-13,2024-09-28,https://github.com/Azim-Ahmed/chat-flow-builder,13,0,TypeScript,No license,React-flow chatbot,"automation,automation-builder,chatbot,figjam,flow-builder,landbot,low-code,miro,n8n,n8n-workflow,no-code,react-flow,react-flow-renderer,reactflow,workflow-builder,xyflow"
Trick,59,2026-06-21,2020-03-11,https://github.com/YiiGaa/Trick,10,0,JavaScript,Apache License 2.0,A front-end web page low-code framework,
limbas,58,2026-06-12,2013-05-16,https://github.com/limbas/limbas,10,0,PHP,GNU General Public License v2.0,Low-code database framework that fits your needs,"appliance,cms,crm,database-gui,database-management,dms,erp,form-generator,php,product-catalog,report-generator,user-group-management,workflow,workflow-engine"
Meteor3DEditor,57,2026-07-16,2025-05-28,https://github.com/nikonikoCW/Meteor3DEditor,15,1,JavaScript,MIT License,"基于 Three.js 和 Vue3 的三维引擎低代码编辑开发平台，专注于数字孪生和物联网数据大屏可视化开发。A low-code editing and development platform for 3D engines based on Three.js and Vue3, focusing on digital twin and IoT data visualization on large screens.","3d,3d-visualization,bi,digital-twin,editor,iot,low-code,scene,scene-editor,threejs,webgl"
frontend,56,2026-07-17,2022-04-26,https://github.com/nuclia/frontend,18,10,TypeScript,MIT License,"Nuclia RAG-as-a-Service, automatically indexes files and documents, from internal and external sources, to fuel diverse company use cases with LLMs. ","angular,electron,front-end,low-code,react,svelte"
dex,56,2026-03-11,2022-06-01,https://github.com/appsource/dex,393,3,JavaScript,GNU General Public License v3.0,"DEX White-label at your own domain without coding skills. 1 min installation, JUST FROK AND ADD DOMAIN","binance,bsc,clone,dex,ethereum,evm,exchange,exchnage,fork,low-code,low-code-framework,uniswap,uniswap-v2"
node-red-openai-api,55,2026-06-18,2023-11-09,https://github.com/allanbunch/node-red-openai-api,14,0,JavaScript,MIT License,"Build low-code, event-driven AI applications and workflows using **any** OpenAI API-compatible framework.","agent-builder,agents,ai,automation,chatkit,llm,node-red,node-red-contrib,openai,openai-api,realtime-api,responses-api"
CodeSpirit,55,2026-03-23,2024-12-30,https://github.com/xin-lai/CodeSpirit,14,1,C#,GNU Affero General Public License v3.0,CodeSpirit is a revolutionary full-stack low-code + AI development framework that achieves backend-driven full-stack development paradigm through intelligent code generation engine and deep AI collaboration.,"ai-agents,aspire,full-stack,low-code"
CoCreate-admin,55,2026-07-17,2019-06-29,https://github.com/CoCreate-app/CoCreate-admin,19,1,HTML,MIT License,"A No Code Admin, CRM, CMS, Website Builder platform. Powered by CoCreateJS to provide Realtime and Collaborative CRUD functionality. ","admin,cms,cocreate,cocreate-framework,cocreatejs,cocreatejs-component,collaboration,collaborative-framework,crm,html5-framework,javascript-framework,low-code,low-code-framework,no-code,no-code-framework,realtime,realtime-framework,shared-editing"
owlite,54,2025-11-14,2023-12-08,https://github.com/SqueezeBits/owlite,3,0,Python,GNU Affero General Public License v3.0,OwLite is a low-code AI model compression toolkit for AI models.,
quark-ui-react,53,2026-04-16,2020-02-10,https://github.com/quarkcloudio/quark-ui-react,15,6,TypeScript,MIT License,QuarkUI is a low code engine that can configure and combine rich front-end pages through JSON.,
lingmengcan,52,2026-03-31,2023-10-12,https://github.com/lingmengcan/lingmengcan,6,16,Vue,MIT License,"AIGC Application Platform: Lingmengcan AI, large language model, aigc, stable diffusion, langchainjs, nestjs, vue3, naive ui, DeepSeek, chromadb","agent,agentic-workflow,aigc,chromadb,comfyui,coze,dify,langchain,langchainjs,lowcode,mcp,nestjs,ollama,stable-diffusion,tdesign,typescript,vue,vue-flow,vue3"
guidance-for-low-code-intelligent-document-processing-on-aws,51,2026-04-13,2022-07-07,https://github.com/aws-solutions-library-samples/guidance-for-low-code-intelligent-document-processing-on-aws,16,7,Python,MIT No Attribution,This Guidance provides best practices for building and deploying an intelligent document processing (IDP) architecture that scales with workload demands. ,
appsemble,51,2026-07-18,2019-12-06,https://github.com/appsemble/appsemble,11,0,TypeScript,GNU Lesser General Public License v3.0,This is a mirror of https://gitlab.com/appsemble/appsemble,"app-builder,apps,framework,low-code,lowcode,pwa"
vitis-lowcode-engine,51,2026-06-11,2022-10-20,https://github.com/react-low-code/vitis-lowcode-engine,16,1,TypeScript,MIT License,vitis 低代码引擎，图书《低代码平台开发实践：基于React》,
gou,51,2026-07-09,2021-08-24,https://github.com/YaoApp/gou,53,3,Go,Apache License 2.0,App engine framework,"dsl,dsl-syntax,framework,go,golang,lowcode,sql"
Power-Platform,51,2026-07-16,2023-03-27,https://github.com/wyattdave/Power-Platform,3,0,HTML,No license,Collection of examples and demos from my Power Platform Blog,"copilotstudio,dataverse,lowcode,powerapps,powerautomate,powerplatform"
