Name,Stars⭐,Last Updated,First Commit,URL,Forks,Issues,Language,License,Description,Topics
llemonstack,140,2026-02-03,2025-03-03,https://github.com/LLemonStack/llemonstack,26,1,TypeScript,GNU Affero General Public License v3.0,"All-in-one local low-code AI agent development platform. Installs and runs n8n, Flowise, Browser-Use, Qdrant, Ollama, and more. Proxies LLM requests through LiteLLM with Langfuse for observability.",
ixgo,139,2026-04-17,2021-07-12,https://github.com/goplus/ixgo,19,9,Go,Apache License 2.0,The Go/XGo Interpreter,"data-science,golang,goplus,igop,interpreter,ixgo,low-code,programming-language,scientific-computing,stem,stem-education,xgo"
platform,137,2026-04-09,2021-05-28,https://github.com/dashjoin/platform,15,15,Java,GNU Affero General Public License v3.0,Dashjoin Is an Open Source & Cloud Native Low Code Development and Integration Platform that helps teams deliver applications faster 🚀 Uses a data-driven approach inspired by Linked Data to make use of your existing assets,"low-code,low-code-development-platform,low-code-platform,lowcode,no-code,nocode"
oinone-kunlun,136,2026-04-15,2025-05-16,https://github.com/oinone/oinone-kunlun,17,1,TypeScript,GNU Affero General Public License v3.0,"Oinone is an AI‑Powered low‑code framework that unifies AI and developers around a shared metadata model to build maintainable, evolvable, high‑quality enterprise intelligent applications.[AI Coding][Vibe Coding][Framework][Low Code]","ai-lowcode,framework,low-code,low-code-framework,lowcode,oinone"
CanvasMind,136,2026-04-19,2025-09-27,https://github.com/martin98-afk/CanvasMind,26,1,Python,GNU General Public License v3.0,"A modern low-code visual programming IDE built on NodeGraphQt and qfluentwidgets, supporting drag-and-drop component orchestration, asynchronous execution, file operations, loop control, and one-click export of workflows into standalone runnable projects—enabling seamless transition from development to deployment.","nodegraphqt,pyqt-fluent-widgets"
openxava,132,2026-04-17,2019-03-29,https://github.com/openxava/openxava,48,0,HTML,No license,Automatic frontend engine for Java,"ddd,framework,frontend,java,jpa,low-code"
packinspect-anomaly-detector,130,2025-07-08,2025-06-22,https://github.com/devaldaki3/packinspect-anomaly-detector,0,0,Python,No license,PackInspect is a low-code visual inspection tool built using TensorFlow and Streamlit. It allows users to detect defects in bottle images (or similar packaging components) by uploading images or capturing them via webcam.,"anomaly-detection,artificial-intelligence,computer-vision,image-classification,machine-learning,mobilenetv2,packaging"
zigflow,125,2026-04-19,2025-08-01,https://github.com/zigflow/zigflow,12,18,Go,Apache License 2.0,"Define durable workflows in YAML, powered by Temporal","developer-tools,dsl,durable-execution,low-code,no-code,orchestration,serverless-workflow,temporal,temporal-dsl,workflow-management-system,workflow-orchestration,workflows,yaml,zigflow"
sirius-web,124,2026-04-16,2018-01-16,https://github.com/eclipse-sirius/sirius-web,84,929,Java,Eclipse Public License 2.0,Sirius Web: open-source low-code platform to define custom web applications supporting your specific visual languages,
tymly,122,2026-02-17,2017-07-21,https://github.com/wmfs/tymly,26,2,JavaScript,MIT License,An open framework for building digital services.,"low-code,monorepo"
